cve_municipios,cve_estados,nombre
337,20,San Pedro Y San Pablo Ayutla
338,20,Villa De Etla
339,20,San Pedro Y San Pablo Teposcolula
340,20,San Pedro Y San Pablo Tequixtepec
341,20,San Pedro Yucunama
342,20,San Raymundo Jalpan
343,20,San Sebastian Abasolo
344,20,San Sebastian Coatlan
345,20,San Sebastian Ixcapa
346,20,San Sebastian Nicananduta
347,20,San Sebastian Rio Hondo
348,20,San Sebastian Tecomaxtlahuaca
349,20,San Sebastian Teitipac
350,20,San Sebastian Tutla
351,20,San Simon Almolongas
352,20,San Simon Zahuatlan
353,20,Santa Ana
354,20,Santa Ana Ateixtlahuaca
355,20,Santa Ana Cuauhtemoc
356,20,Santa Ana Del Valle
357,20,Santa Ana Tavela
358,20,Santa Ana Tlapacoyan
359,20,Santa Ana Yareni
360,20,Santa Ana Zegache
361,20,Santa Catalina Quieri
362,20,Santa Catarina Cuixtla
363,20,Santa Catarina Ixtepeji
364,20,Santa Catarina Juquila
365,20,Santa Catarina Lachatao
366,20,Santa Catarina Loxicha
367,20,Santa Catarina Mechoacan
368,20,Santa Catarina Minas
369,20,Santa Catarina Quiane
370,20,Santa Catarina Tayata
371,20,Santa Catarina Ticua
372,20,Santa Catarina Yosonotu
373,20,Santa Catarina Zapoquila
374,20,Santa Cruz Acatepec
375,20,Santa Cruz Amilpas
376,20,Santa Cruz De Bravo
377,20,Santa Cruz Itundujia
378,20,Santa Cruz Mixtepec
379,20,Santa Cruz Nundaco
380,20,Santa Cruz Papalutla
381,20,Santa Cruz Tacache De Mina
382,20,Santa Cruz Tacahua
383,20,Santa Cruz Tayata
384,20,Santa Cruz Xitla
385,20,Santa Cruz Xoxocotlan
386,20,Santa Cruz Zenzontepec
387,20,Santa Gertrudis
388,20,Santa Ines Del Monte
389,20,Santa Ines Yatzeche
390,20,Santa Lucia Del Camino
391,20,Santa Lucia Miahuatlan
392,20,Santa Lucia Monteverde
393,20,Santa Lucia Ocotlan
394,20,Santa Maria Alotepec
395,20,Santa Maria Apazco
396,20,Santa Maria La Asuncion
397,20,Heroica Ciudad De Tlaxiaco
398,20,Ayoquezco De Aldama
399,20,Santa Maria Atzompa
400,20,Santa Maria Camotlan
401,20,Santa Maria Colotepec
402,20,Santa Maria Cortijo
403,20,Santa Maria Coyotepec
404,20,Santa Maria Chachoapam
405,20,Villa De Chilapa De Diaz
406,20,Santa Maria Chilchotla
407,20,Santa Maria Chimalapa
408,20,Santa Maria Del Rosario
409,20,Santa Maria Del Tule
410,20,Santa Maria Ecatepec
411,20,Santa Maria Guelace
412,20,Santa Maria Guienagati
413,20,Santa Maria Huatulco
414,20,Santa Maria Huazolotitlan
415,20,Santa Maria Ipalapa
416,20,Santa Maria Ixcatlan
417,20,Santa Maria Jacatepec
418,20,Santa Maria Jalapa Del Marques
419,20,Santa Maria Jaltianguis
420,20,Santa Maria Lachixio
421,20,Santa Maria Mixtequilla
422,20,Santa Maria Nativitas
423,20,Santa Maria Nduayaco
424,20,Santa Maria Ozolotepec
425,20,Santa Maria Papalo
426,20,Santa Maria Peñoles
427,20,Santa Maria Petapa
428,20,Santa Maria Quiegolani
429,20,Santa Maria Sola
430,20,Santa Maria Tataltepec
431,20,Santa Maria Tecomavaca
432,20,Santa Maria Temaxcalapa
433,20,Santa Maria Temaxcaltepec
434,20,Santa Maria Teopoxco
435,20,Santa Maria Tepantlali
436,20,Santa Maria Texcatitlan
437,20,Santa Maria Tlahuitoltepec
438,20,Santa Maria Tlalixtac
439,20,Santa Maria Tonameca
440,20,Santa Maria Totolapilla
441,20,Santa Maria Xadani
442,20,Santa Maria Yalina
443,20,Santa Maria Yavesia
444,20,Santa Maria Yolotepec
445,20,Santa Maria Yosoyua
446,20,Santa Maria Yucuhiti
447,20,Santa Maria Zacatepec
448,20,Santa Maria Zaniza
449,20,Santa Maria Zoquitlan
450,20,Santiago Amoltepec
451,20,Santiago Apoala
452,20,Santiago Apostol
453,20,Santiago Astata
454,20,Santiago Atitlan
455,20,Santiago Ayuquililla
456,20,Santiago Cacaloxtepec
457,20,Santiago Camotlan
458,20,Santiago Comaltepec
459,20,Santiago Chazumba
460,20,Santiago Choapam
461,20,Santiago Del Rio
462,20,Santiago Huajolotitlan
463,20,Santiago Huauclilla
464,20,Santiago Ihuitlan Plumas
465,20,Santiago Ixcuintepec
466,20,Santiago Ixtayutla
467,20,Santiago Jamiltepec
468,20,Santiago Jocotepec
469,20,Santiago Juxtlahuaca
470,20,Santiago Lachiguiri
471,20,Santiago Lalopa
472,20,Santiago Laollaga
473,20,Santiago Laxopa
474,20,Santiago Llano Grande
475,20,Santiago Matatlan
476,20,Santiago Miltepec
477,20,Santiago Minas
478,20,Santiago Nacaltepec
479,20,Santiago Nejapilla
480,20,Santiago Nundiche
481,20,Santiago Nuyoo
482,20,Santiago Pinotepa Nacional
483,20,Santiago Suchilquitongo
484,20,Santiago Tamazola
485,20,Santiago Tapextla
486,20,Villa Tejupam De La Union
487,20,Santiago Tenango
488,20,Santiago Tepetlapa
489,20,Santiago Tetepec
490,20,Santiago Texcalcingo
491,20,Santiago Textitlan
492,20,Santiago Tilantongo
493,20,Santiago Tillo
494,20,Santiago Tlazoyaltepec
495,20,Santiago Xanica
496,20,Santiago Xiacui
497,20,Santiago Yaitepec
498,20,Santiago Yaveo
499,20,Santiago Yolomecatl
500,20,Santiago Yosondua
501,20,Santiago Yucuyachi
502,20,Santiago Zacatepec
503,20,Santiago Zoochila
504,20,Nuevo Zoquiapam
505,20,Santo Domingo Ingenio
506,20,Santo Domingo Albarradas
507,20,Santo Domingo Armenta
508,20,Santo Domingo Chihuitan
509,20,Santo Domingo De Morelos
510,20,Santo Domingo Ixcatlan
511,20,Santo Domingo Nuxaa
512,20,Santo Domingo Ozolotepec
513,20,Santo Domingo Petapa
514,20,Santo Domingo Roayaga
515,20,Santo Domingo Tehuantepec
516,20,Santo Domingo Teojomulco
517,20,Santo Domingo Tepuxtepec
518,20,Santo Domingo Tlatayapam
519,20,Santo Domingo Tomaltepec
520,20,Santo Domingo Tonala
521,20,Santo Domingo Tonaltepec
522,20,Santo Domingo Xagacia
523,20,Santo Domingo Yanhuitlan
524,20,Santo Domingo Yodohino
525,20,Santo Domingo Zanatepec
526,20,Santos Reyes Nopala
527,20,Santos Reyes Papalo
528,20,Santos Reyes Tepejillo
529,20,Santos Reyes Yucuna
530,20,Santo Tomas Jalieza
531,20,Santo Tomas Mazaltepec
532,20,Santo Tomas Ocotepec
533,20,Santo Tomas Tamazulapan
534,20,San Vicente Coatlan
535,20,San Vicente Lachixio
536,20,San Vicente Nuñu
537,20,Silacayoapam
538,20,Sitio De Xitlapehua
539,20,Soledad Etla
540,20,Villa De Tamazulapam Del Progreso
541,20,Tanetze De Zaragoza
542,20,Taniche
543,20,Tataltepec De Valdes
544,20,Teococuilco De Marcos Perez
545,20,Teotitlan De Flores Magon
546,20,Teotitlan Del Valle
547,20,Teotongo
548,20,Tepelmeme Villa De Morelos
549,20,Tezoatlan De Segura Y Luna
550,20,San Jeronimo Tlacochahuaya
551,20,Tlacolula De Matamoros
552,20,Tlacotepec Plumas
553,20,Tlalixtac De Cabrera
554,20,Totontepec Villa De Morelos
555,20,Trinidad Zaachila
556,20,La Trinidad Vista Hermosa
557,20,Union Hidalgo
558,20,Valerio Trujano
559,20,San Juan Bautista Valle Nacional
560,20,Villa Diaz Ordaz
561,20,Yaxe
562,20,Magdalena Yodocono De Porfirio Diaz
563,20,Yogana
564,20,Yutanduchi De Guerrero
565,20,Villa De Zaachila
566,20,Zapotitlan Del Rio
567,20,Zapotitlan Lagunas
568,20,Zapotitlan Palmas
569,20,Santa Ines De Zaragoza
570,20,Zimatlan De Alvarez
571,20,Puerto Escondido
